year,county,town,incidentDate,incidentTime,city,officerName,officerid,location,type,officerSex,officerRace,townCounty
2012,Mercer County,Lawrence,9/21/12,2:21,,Christopher Longo,ChristopherLongoLawrence,1331 Lawrence Road,Other: Aid To Citizen/Agg. Assault - Resisting Arrest,Male,WHITE,"Lawrence, Mercer County"
2013,Mercer County,Lawrence,2/20/13,2:26,,Christopher Longo,ChristopherLongoLawrence,2211 Lawrence Rd,Other: Distributing Cds,Male,WHITE,"Lawrence, Mercer County"
2015,Mercer County,Lawrence,4/22/15,9:30,,Christopher M Longo,ChristopherLongoLawrence,724 Pilgrim Ave,Domestic,Male,WHITE,"Lawrence, Mercer County"
2016,Mercer County,Lawrence,12/11/16,11:24,,Christopher Longo,ChristopherLongoLawrence,87 Eldridge Ave,Other Dispute,Male,WHITE,"Lawrence, Mercer County"
2015,Mercer County,Lawrence,3/6/15,13:05,,Christopher Longo,ChristopherLongoLawrence,Quaker Bridge Mall,Other: Theft By Deception,Male,WHITE,"Lawrence, Mercer County"
2016,Mercer County,Lawrence,3/15/16,11:45,,Christopher Longo,ChristopherLongoLawrence,Quick Check 303 Brunswick Circle Exit,Traffic Stop,Male,WHITE,"Lawrence, Mercer County"
2013,Mercer County,Lawrence,11/16/13,2:07,,Christopher Longo,ChristopherLongoLawrence,Rider University Kroner Dorm,Other: Intoxicated Person,Male,WHITE,"Lawrence, Mercer County"
2013,Mercer County,Lawrence,7/29/13,20:10,,Christopher Longo,ChristopherLongoLawrence,412 Sturwood Way,Domestic,Male,WHITE,"Lawrence, Mercer County"
2013,Mercer County,Lawrence,7/27/13,3:25,,Christopher Longo,ChristopherLongoLawrence,175 Johnson Ave,"Domestic, Other: Obstruction/Resisting",Male,WHITE,"Lawrence, Mercer County"
2016,Mercer County,Lawrence,9/21/16,21:21,,Christopher Longo,ChristopherLongoLawrence,21 Barclay Ct,Other: Warrant Service,Male,WHITE,"Lawrence, Mercer County"
2015,Mercer County,Lawrence,9/29/15,9:30,,Christopher Longo,ChristopherLongoLawrence,2211 Lawrence Rd,Other: Booking Prisoner,Male,WHITE,"Lawrence, Mercer County"
2014,Hudson County,Hoboken,3/1/14,17:57,Hoboken,Christopher Markey,ChristopherMarkeyHoboken,200 Grand Street,Crime In Progress,Not listed,,"Hoboken, Hudson County"
2013,Hudson County,Hoboken,9/5/13,23:28,,Christopher Markey,ChristopherMarkeyHoboken,510 Jackson Street,Crime In Progress,Not listed,,"Hoboken, Hudson County"
2015,Hudson County,Hoboken,2/14/15,0:51,,Christopher Markey,ChristopherMarkeyHoboken,510 Jackson Street,Crime In Progress,Male,WHITE,"Hoboken, Hudson County"
2015,Hudson County,Hoboken,1/29/15,1:13,,Christopher Markey,ChristopherMarkeyHoboken,311 Harrison Street (5th Flr Lobby),"Crime In Progress, Other Type Of Call: Resisting Arrest",Male,WHITE,"Hoboken, Hudson County"
2012,Hudson County,Hoboken,10/21/12,2:52,,Christopher Markey,ChristopherMarkeyHoboken,423 Madison St,Crime In Progress,Not listed,,"Hoboken, Hudson County"
2013,Hudson County,Hoboken,5/18/13,1:59,,Christopher Markey,ChristopherMarkeyHoboken,32 Newark Street,Crime In Progress,Not listed,,"Hoboken, Hudson County"
2012,Hudson County,Hoboken,4/10/12,20:31,,Christopher Markey,ChristopherMarkeyHoboken,600 Jackson St (Rear of Building),Crime In Progress,Not listed,,"Hoboken, Hudson County"
2014,Hudson County,Hoboken,9/8/14,22:19,,Christopher Markey,ChristopherMarkeyHoboken,500 Grand Street,Crime In Progress,Not listed,,"Hoboken, Hudson County"
2012,Hudson County,Hoboken,4/3/12,1:26,Hoboken,Christopher J Markey,ChristopherMarkeyHoboken,"560 Marshall Drive, Apt 6A",Other Type Of Call: Disturbance,Not listed,,"Hoboken, Hudson County"
2014,Hudson County,Hoboken,10/24/14,23:54,Hoboken,Christopher Markey,ChristopherMarkeyHoboken,"455 9th Street, NJ","Other Type Of Call: Rioting, Resisting",Male,WHITE,"Hoboken, Hudson County"
2012,Hudson County,Hoboken,7/11/12,10:25,,Christopher J Markey,ChristopherMarkeyHoboken,120 Marshall Street,Other Type Of Call: Defiant/Resisting/Assault On P/O,Not listed,,"Hoboken, Hudson County"
2014,Hudson County,Hoboken,11/1/14,3:25,,Christopher Markey,ChristopherMarkeyHoboken,89 River Street,Other Type Of Call: Disorderly Conduct,Male,WHITE,"Hoboken, Hudson County"
2012,Hudson County,Hoboken,1/24/12,22:44,,Christopher J Markey,ChristopherMarkeyHoboken,420 Jackson Street,Crime In Progress,Not listed,,"Hoboken, Hudson County"
2012,Atlantic County,Atlantic City,12/30/12,4:30,,Christopher J Massey,ChristopherMasseyAtlanticCity,Atlantic City Regional Medical Center,Other: Transport For Medical Clearance,Male,BLACK,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,6/9/12,2:05,,Christopher J Massey,ChristopherMasseyAtlanticCity,Beach Block Arkansas,Domestic,Male,BLACK,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,5/6/12,0:48,,Christopher Massey,ChristopherMasseyAtlanticCity,Mississippi and Atlantic,Traffic Stop,Male,BLACK,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,6/29/15,0:40,Atlantic City,Christophe J Massey,ChristopherMasseyAtlanticCity,"Golden Nugget Casino, 1 Castle Blvd, NJ",Crime In Progress,Male,BLACK,"Atlantic City, Atlantic County"
2015,Atlantic County,Atlantic City,7/25/15,2:46,Atlantic City,Christopher J Massey,ChristopherMasseyAtlanticCity,"Bally's Beach Bar, 1900 S Boardwalk Ave, NJ",Crime In Progress,Male,,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,4/9/16,3:06,Atlantic City,Christopher J Massey,ChristopherMasseyAtlanticCity,"Bally's Mountain Bar, 1900 Boardwalk, Park Place and Michigan Ave, NJ",Suspicious Person,Male,BLACK,"Atlantic City, Atlantic County"
2016,Atlantic County,Atlantic City,3/31/16,6:42,Atlantic City,Christophe J Massey,ChristopherMasseyAtlanticCity,"Apartment, 1117 Arctic Ave, NJ 08401",Domestic,Male,BLACK,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,2/18/13,3:05,,Christopher Massey,ChristopherMasseyAtlanticCity,Public Safety Building Booking and Detention,Other: Assault,Male,BLACK,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,6/23/13,0:57,,Christopher Massey,ChristopherMasseyAtlanticCity,512 Robinson Avenue,Crime In Progress,Male,BLACK,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,4/17/12,1:37,,Christopher Massey,ChristopherMasseyAtlanticCity,2800 Pacific Avenue,Other: Disorderly Person,Male,BLACK,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,9/22/13,1:38,,Christopher Massey,ChristopherMasseyAtlanticCity,Golden Nugget (Club Haven),Other Dispute,Male,BLACK,"Atlantic City, Atlantic County"
2012,Atlantic County,Atlantic City,4/1/12,4:21,,Christopher Massey,ChristopherMasseyAtlanticCity,Unit South Missouri Avenue,Crime In Progress,Male,BLACK,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,11/22/13,2:58,,Christopher Massey,ChristopherMasseyAtlanticCity,Beach Block South Carolina Avenue,Other: Fight,Male,BLACK,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,8/3/14,1:55,,Christopher Massey,ChristopherMasseyAtlanticCity,HQ Night Club,Other Dispute,Male,HISPANIC,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,2/4/14,1:30,,Christopher Massey,ChristopherMasseyAtlanticCity,500 N. Kentucky Avenue,Traffic Stop,Male,BLACK,"Atlantic City, Atlantic County"
2014,Atlantic County,Atlantic City,7/8/14,22:51,,Christopher J Massey,ChristopherMasseyAtlanticCity,475 Elberon Avenue,Other: Shooting,Male,BLACK,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,8/14/13,15:04,,Christopher Massey,ChristopherMasseyAtlanticCity,119 N. Michigan Avenue (Old Navy),Crime In Progress,Male,BLACK,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,4/2/13,8:08,,Christopher Massey,ChristopherMasseyAtlanticCity,Public Safety Building,Suspicious Person,Male,BLACK,"Atlantic City, Atlantic County"
2013,Atlantic County,Atlantic City,4/2/13,6:15,,Christopher Massey,ChristopherMasseyAtlanticCity,Borgata Hotel and Casino Valet,Other: Disorderly Person,Male,BLACK,"Atlantic City, Atlantic County"
2012,Salem County,Salem City,11/7/12,19:19,,Christopher McMullen,ChristopherMcMullenSalemCity,"Fifth St, Highway",Crime In Progress,Male,WHITE,"Salem City, Salem County"
2012,Salem County,Salem City,9/29/12,21:03,,Christopher C McMullen,ChristopherMcMullenSalemCity,"Eakin Street, Highway",Crime In Progress,Male,WHITE,"Salem City, Salem County"
2013,Salem County,Salem City,7/7/13,22:21,Salem,Christopher McMullen,ChristopherMcMullenSalemCity,"On Van Meter Terrace, NJ 08078, Highway",Crime In Progress,Male,WHITE,"Salem City, Salem County"
2013,Salem County,Salem City,6/27/13,23:00,Salem,Christopher McMullen,ChristopherMcMullenSalemCity,"6 Ward Street, NJ 08079, Highway",Crime In Progress,Male,WHITE,"Salem City, Salem County"
2012,Salem County,Salem City,1/23/12,1:10,,Christopher C McMullen,ChristopherMcMullenSalemCity,"218 Pledger St, Residence",Domestic,Male,WHITE,"Salem City, Salem County"
2013,Salem County,Salem City,10/12/13,23:38,Salem,Christopher McMullen,ChristopherMcMullenSalemCity,"38 Fifth Street, NJ 08079, Residence",Domestic,Male,WHITE,"Salem City, Salem County"
2015,Salem County,Salem City,2/23/15,19:30,Salem City,Christopher McMullen,ChristopherMcMullenSalemCity,"Family Dollar - 110 Fifth Street, Suite 2, NJ 08079, Government Property",Crime In Progress,Male,WHITE,"Salem City, Salem County"
2014,Salem County,Salem City,6/22/14,12:55,Salem,Christopher McMullen,ChristopherMcMullenSalemCity,"Yorke Street /Grieves Parkway NJ 08079, Residence",Other Dispute,Male,WHITE,"Salem City, Salem County"
2014,Salem County,Salem City,7/2/14,14:42,Salem,Christopher McMullen,ChristopherMcMullenSalemCity,"287 East Broadway, NJ 08079, Residence",Domestic,Male,WHITE,"Salem City, Salem County"
2015,Salem County,Salem City,4/19/15,2:50,,Christopher McMullen,ChristopherMcMullenSalemCity,"Salem Police Department, Resisted During Finger printing",Other: Finger Printing Arrestee,Male,WHITE,"Salem City, Salem County"
2014,Salem County,Salem City,8/19/14,19:15,Salem,Christopher McMullen,ChristopherMcMullenSalemCity,"Salem Motor Lodge-237 East Broadway, NJ 08079, Other: Motel Property","Crime In Progress, Suspicious Person",Male,WHITE,"Salem City, Salem County"
2016,Salem County,Salem City,7/17/16,19:20,ILLEGIBLE,Christopher McMullen,ChristopherMcMullenSalemCity,"Mid Atlantic Shipping - 128 Tilbury Rd NJ 08079, Commercial",Suspicious Person,Male,WHITE,"Salem City, Salem County"
2014,Salem County,Salem City,11/14/14,0:00,Salem,Christopher McMullen,ChristopherMcMullenSalemCity,"Grieves Parkway/East Broadway, NJ 08079, Residence",Domestic,Male,WHITE,"Salem City, Salem County"
2016,Salem County,Salem City,7/15/16,23:47,Salem City,Christopher McMullen,ChristopherMcMullenSalemCity,"Hires Ave, NJ 08079, Highway",Self Initiated,Male,WHITE,"Salem City, Salem County"
2013,Salem County,Salem City,6/27/13,23:59,,Christopher McMullen,ChristopherMcMullenSalemCity,"Five Star-Parking Lot, Fifth Street, Highway",Crime In Progress,Male,WHITE,"Salem City, Salem County"
2016,Salem County,Salem City,5/2/16,15:50,Salem City,Christopher McMullen,ChristopherMcMullenSalemCity,"Magnolia St, NJ 08079, Highway",Self Initiated,Male,WHITE,"Salem City, Salem County"
2013,Salem County,Salem City,4/28/13,2:37,,Christopher McMullen,ChristopherMcMullenSalemCity,"Booker Street, Highway","Traffic Stop, Other: Eluding/Resisting",Male,WHITE,"Salem City, Salem County"
2016,Salem County,Salem City,3/30/16,15:52,Salem City,Christopher McMullen,ChristopherMcMullenSalemCity,"Salem City Police Department - 129 W Broadway, NJ 08079, Residence",,Male,WHITE,"Salem City, Salem County"
2016,Salem County,Salem City,6/26/16,18:48,Salem City,Christopher McMullen,ChristopherMcMullenSalemCity,"469 Grieves Pky Apt P5, NJ 08079, Residence",Domestic,Male,WHITE,"Salem City, Salem County"
2016,Salem County,Salem City,5/18/16,5:53,Salem City,Christopher McMullen,ChristopherMcMullenSalemCity,"E Broadway, NJ 08079, Highway",Self Initiated,Male,WHITE,"Salem City, Salem County"
2012,Bergen County,Cliffside Park,6/9/12,15:33,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,Savoy - 464 Gorge Road Apt 2E,Other: Aided Case/ Arrest,Male,WHITE,"Cliffside Park, Bergen County"
2012,Bergen County,Cliffside Park,10/13/12,18:30,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,"4 Palisade Avenue, NJ 07010",Other Dispute,Male,WHITE,"Cliffside Park, Bergen County"
2014,Bergen County,Cliffside Park,1/12/14,3:07,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,"214A Crescent Lane, NJ 07010",Suspicious Person,Male,WHITE,"Cliffside Park, Bergen County"
2015,Bergen County,Cliffside Park,8/23/15,22:16,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,"121 Cedar Street, NJ 07010",Other: Male Has Bipolar/ Male Was Combative,Male,WHITE,"Cliffside Park, Bergen County"
2013,Bergen County,Cliffside Park,4/10/13,9:52,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,"580 Gorge Road, NJ 07010",Other: Dwi Arrest,Male,WHITE,"Cliffside Park, Bergen County"
2015,Bergen County,Cliffside Park,9/6/15,13:46,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,"265 Knox Avenue, NJ 07010",Other: Emotionally Disturbed Person,Male,WHITE,"Cliffside Park, Bergen County"
2015,Bergen County,Cliffside Park,10/22/15,1:18,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,Ozbar - 512 Anderson Avenue,Other Dispute,Male,WHITE,"Cliffside Park, Bergen County"
2014,Bergen County,Cliffside Park,8/24/14,5:04,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,"305 Palisade Avenue, NJ 070",Traffic Stop,Male,WHITE,"Cliffside Park, Bergen County"
2014,Bergen County,Cliffside Park,8/24/14,4:58,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,"305 Palisade Avenue, NJ 070",Traffic Stop,Male,WHITE,"Cliffside Park, Bergen County"
2013,Bergen County,Cliffside Park,7/23/13,2:02,Cliffside,Christopher Merrill,ChristopherMerrillCliffsidePark,Jersey Avenue/Palisade Avenue,Crime In Progress,Male,WHITE,"Cliffside Park, Bergen County"
2016,Bergen County,Cliffside Park,2/22/16,15:18,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,"25 Glen Street, NJ 07010",Traffic Stop,Male,WHITE,"Cliffside Park, Bergen County"
2016,Bergen County,Cliffside Park,3/12/16,2:01,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,"339 Palisade Avenue, NJ 07010",Other Dispute,Male,WHITE,"Cliffside Park, Bergen County"
2016,Bergen County,Cliffside Park,6/3/16,21:01,Cliffside Park,Christopher Merrill,ChristopherMerrillCliffsidePark,Knox Avenue/ Anderson Avenue,Suspicious Person,Male,WHITE,"Cliffside Park, Bergen County"
2014,Middlesex County,Perth Amboy,2/25/14,22:46,,Christopher J Miranda,ChristopherMirandaPerthAmboy,520 Convery Blvd,Suspicious Person,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,2/23/15,1:44,,Christopher J Miranda,ChristopherMirandaPerthAmboy,E.D.P Lounge,Other Dispute,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,1/15/15,21:08,,Christopher J Miranda,ChristopherMirandaPerthAmboy,357 New Brunswick Ave,Traffic Stop,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,12/31/15,20:56,,Christopher Miranda,ChristopherMirandaPerthAmboy,7451 ILLEGIBLE,Domestic,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,12/23/15,19:25,,Christopher Miranda,ChristopherMirandaPerthAmboy,365 Conway Blvd,Crime In Progress,Male,WHITE,"Perth Amboy, Middlesex County"
2015,Middlesex County,Perth Amboy,12/27/15,2:21,,Christopher Miranda,ChristopherMirandaPerthAmboy,163 New Brunswick Ave,Other Dispute,Male,WHITE,"Perth Amboy, Middlesex County"
2014,Middlesex County,Perth Amboy,7/31/14,0:16,,Christopher J Miranda,ChristopherMirandaPerthAmboy,894 Harned St,Other: Unwanted,Male,WHITE,"Perth Amboy, Middlesex County"
2014,Middlesex County,Perth Amboy,12/13/14,1:48,,Christopher J Miranda,ChristopherMirandaPerthAmboy,462 Amboy Ave,Other Dispute,Male,WHITE,"Perth Amboy, Middlesex County"
2016,Middlesex County,Perth Amboy,2/19/16,1:48,,Christopher Miranda,ChristopherMirandaPerthAmboy,890 Amboy Ave,Other Dispute,Male,WHITE,"Perth Amboy, Middlesex County"
2016,Middlesex County,Perth Amboy,3/13/16,20:00,,Christopher Miranda,ChristopherMirandaPerthAmboy,"216 Huntington Street, 3rd F",Other: E.D.P. (Transported To Hospital For Medical Evaluation),Male,WHITE,"Perth Amboy, Middlesex County"
2016,Middlesex County,Perth Amboy,6/12/16,17:00-03:00,,Christopher Miranda,ChristopherMirandaPerthAmboy,890 Amboy Ave/Las Islas Bar,Other: Fight,Male,WHITE,"Perth Amboy, Middlesex County"
2016,Middlesex County,Perth Amboy,3/13/16,17:46,,Christopher Miranda,ChristopherMirandaPerthAmboy,103 Peterson Ct,Other Dispute,Male,WHITE,"Perth Amboy, Middlesex County"
2016,Middlesex County,Perth Amboy,8/20/16,1:47,,Christopher Miranda,ChristopherMirandaPerthAmboy,264 Madison Ave,Traffic Stop,Male,WHITE,"Perth Amboy, Middlesex County"
2016,Middlesex County,Perth Amboy,5/1/16,17:00,,Christopher Miranda,ChristopherMirandaPerthAmboy,Fayette St / Stockton St,Other Dispute,Male,WHITE,"Perth Amboy, Middlesex County"
2012,Monmouth County,Neptune Township,1/14/12,23:30,,Christopher Niskoch,ChristopherMNiskochNeptuneTownship,JSUMC,Crime In Progress,Not listed,,"Neptune Township, Monmouth County"
2012,Monmouth County,Neptune Township,3/22/12,18:30,,Christopher M Niskoch,ChristopherMNiskochNeptuneTownship,(Park) 9th Ave. & Ridge Ave,Other Type Of Call: Large Fight In The Park,Not listed,,"Neptune Township, Monmouth County"
2013,Monmouth County,Neptune Township,8/9/13,2:33,,Christopher M Niskoch,ChristopherMNiskochNeptuneTownship,706 SH-35,Suspicious Person,Not listed,,"Neptune Township, Monmouth County"
2012,Monmouth County,Neptune Township,3/25/12,0:55,,Christopher M Niskoch,ChristopherMNiskochNeptuneTownship,1905 SH 33,Crime In Progress,Not listed,,"Neptune Township, Monmouth County"
2015,Monmouth County,Neptune Township,4/16/15,17:48,,Christopher M Niskoch,ChristopherMNiskochNeptuneTownship,9 SH 35 (McDonald's),Crime In Progress,Male,WHITE,"Neptune Township, Monmouth County"
2015,Monmouth County,Neptune Township,5/5/15,18:23,,Christopher Niskoch,ChristopherMNiskochNeptuneTownship,Myrtle Avenue and Ridge Avenue,Other: Warrant Arrest,Male,WHITE,"Neptune Township, Monmouth County"
2016,Monmouth County,Neptune Township,8/8/16,14:31,,Christopher M Niskoch,ChristopherMNiskochNeptuneTownship,SR 33 & Old Corlies Ave,Other: Crisis,Male,WHITE,"Neptune Township, Monmouth County"
2014,Monmouth County,Neptune Township,7/5/14,8:00,,Christopher M Niskoch,ChristopherMNiskochNeptuneTownship,1806 Columbus Ave,Crime In Progress,Male,WHITE,"Neptune Township, Monmouth County"
2013,Monmouth County,Neptune Township,9/26/13,22:12,,Christopher Niskoch,ChristopherMNiskochNeptuneTownship,250 Myrtle Ave,Other Type Of Call : Disorderly Conduct,Not listed,,"Neptune Township, Monmouth County"
2013,Monmouth County,Neptune Township,10/18/13,23:33,,Christopher Niskoch,ChristopherMNiskochNeptuneTownship,IFO 525 Wayside Road,Crime In Progress,Not listed,,"Neptune Township, Monmouth County"
