officerid,count,name,dept
AndrewDLyszykWoodbridge,4,Andrew D Lyszyk,"Woodbridge, Middlesex County"
AndrewDareVineland,4,Andrew Dare,"Vineland, Cumberland County"
AndrewSCupidoMetuchen,4,Andrew Cupido,"Metuchen, Middlesex County"
AndresBreaPaterson,4,Andres Bran,"Paterson, Passaic County"
WilliamMaldonadoCamden,4,William Maldonado,"Camden, Camden County"
AnaPerezIrvington,4,Ana Perez,"Irvington, Essex County"
WilliamMerklerSouthBrunswick,4,William Merkler,"South Brunswick, Middlesex County"
AnthonyMorelliParsippany,4,A Morelli,"Parsippany, Morris County"
AMGonzalezNJSP,4,A M Gonzalez,"NJSP, State Police"
AmenaRWrightEastOrange,4,Amena R Wright,"East Orange, Essex County"
AmandaArnoldLittleSilver,4,Amanda Arnold,"Little Silver, Monmouth County"
AlvinTJillsonLittleEggHarbor,4,Alvin T Jillson,"Little Egg Harbor, Ocean County"
AlonsoVinuezaNewark,4,Alonso Vinueza,"Newark, Essex County"
MichaelWalkerIrvington,4,Michael Walker,"Irvington, Essex County"
AlonBercoviczOceanTownship,4,Alon Bercovicz,"Ocean Township, Monmouth County"
WilliamMWarrellGalloway,4,William M Warrell,"Galloway, Atlantic County"
WilliamPaleseWoodbury,4,William Palese,"Woodbury, Gloucester County"
AllenMagoryBeachwood,4,Allen Magory,"Beachwood, Ocean County"
MichaelWHarveyMillville,4,Michael W Harvey,"Millville, Cumberland County"
AllenJWilliamsAsburyPark,4,Allen J Williams,"Asbury Park, Monmouth County"
MichaelWMcFetridgeMountHolly,4,Michael W McFetridge,"Mount Holly, Burlington County"
WilliamPangaroCarlstadt,4,William Pangaro,"Carlstadt, Bergen County"
AlicjaJTaraLawrence,4,Alicja J Tara,"Lawrence, Mercer County"
MichaelYeoBernards,4,Michael Yeo,"Bernards, Somerset County"
WilliamPolingCamden,4,William Poling,"Camden, Camden County"
AlfredHigginbothamClementon,4,Alfred Higginbotham,"Clementon, Camden County"
MicheleABartoliNorthBergen,4,Michele A Bartoli,"North Bergen, Hudson County"
MicheleKMarkeyCamden,4,Michele K Markey,"Camden, Camden County"
AlfonsoPinnolaLittleFalls,4,Alfonso Pinnola,"Little Falls, Passaic County"
MichelePerrulliOceanPort,4,Michele Perrulli,"Ocean Port, Monmouth County"
AlfousoJReddickNewark,4,Alfonso Reddick,"Newark, Essex County"
AlexKaplanHillsdale,4,Alex Kaplan,"Hillsdale, Bergen County"
MichelleMcCandrewEastWindsor,4,Michelle McCandrew,"East Windsor, Mercer County"
AlexisRiveraNewark,4,Alexis Rivera,"Newark, Essex County"
WilliamRMusacchioFlemington,4,William R Musacchio,"Flemington, Hunterdon County"
AlexanderNunezPassaic,4,Alexander Nunez,"Passaic, Passaic County"
AlexanderMDinicolaEnglishtown,4,Alexander M Dinicola,"Englishtown, Monmouth County"
MiguelAcostaTrenton,4,Miguel Acosta,"Trenton, Mercer County"
MSchnurrHamilton,4,M Schnurr,"Hamilton, Atlantic County"
AlexanderJHubelPalmyra,4,Alexander J Hubel,"Palmyra, Burlington County"
MiguelCamachoBayonne,4,Miguel Camacho,"Bayonne, Hudson County"
AlexanderDimedioCamden,4,Alexander Dimedio,"Camden, Camden County"
WilliamSchnarrCamden,4,William Schnarr,"Camden, Camden County"
MiguelLugoPassaic,4,Miguel Lugo,"Passaic, Passaic County"
AldoCicchettiDover,4,Aldo Cicchetti,"Dover, Morris County"
AlbertSellingerScotchPlains,4,Albert Sellinger,"Scotch Plains, Union County"
MiguelRiveraNewark,4,Miguel Rivera,"Newark, Essex County"
AlbertoJBarbozaTrenton,4,Alberto Barboza,"Trenton, Mercer County"
MiguelTorresTrenton,4,Miguel Torres,"Trenton, Mercer County"
AlbertJenkinsOrange,4,Albert Jenkins,"Orange, Essex County"
MikeMPasqualeMountainside,4,Mike M Pasquale,"Mountainside, Union County"
AlbaFernandezPassaic,4,Alba Fernandez,"Passaic, Passaic County"
WilliamWarnerAtlanticCity,4,William Warner,"Atlantic City, Atlantic County"
WilliamWeischedelRockawayBoro,4,William Weischedel,"Rockaway Boro, Morris County"
AlainVarelaNewark,4,Alain Varela,"Newark, Essex County"
AkhiaScottNewark,4,Akhia Scott,"Newark, Essex County"
AndrewJohnsonCinnaminson,4,A Johnson,"Cinnaminson, Burlington County"
AJMerlockNJSP,4,A J Merlcok,"NJSP, State Police"
AidaEaddyOrange,4,Aida Eaddy,"Orange, Essex County"
AfstratiosSZevlikarisLinden,4,Afstratios S Zevlikaris,"Linden, Union County"
WReichertPaulsboro,4,W Reichert,"Paulsboro, Gloucester County"
AdolfoFurtadoNewark,4,Adolfo Furtado,"Newark, Essex County"
AdamZieglerDeptford,4,Adam Ziegler,"Deptford, Gloucester County"
AdamNShererStafford,4,Adam N Sherer,"Stafford, Ocean County"
YeisonDelossantosMorristown,4,Yeison Delossantos,"Morristown, Morris County"
AdamTJovicUniontownship,4,Adam Jovic,"Union township, Union County"
MJHanlinNJSP,4,M J Hanlin,"NJSP, State Police"
YousefFattahNorthHaledon,4,Yousef Fattah,"North Haledon, Passaic County"
AdamFulmoreCamden,4,Adam Fulmore,"Camden, Camden County"
AdamDelguercioRoxbury,4,Adam Delguercio,"Roxbury, Morris County"
MJRyanNJSP,4,M J Ryan,"NJSP, State Police"
ACondosSeasidePark,4,A Condos,"Seaside Park, Ocean County"
MohamedJSaheedJerseyCity,4,Mohamed J Saheed,"Jersey City, Hudson County"
ABeuschelSeasidePark,4,A Beuschel,"Seaside Park, Ocean County"
AbdelbassetJibbouEwing,4,Abdelbasset Jibbou,"Ewing, Mercer County"
AaronSilvaRoselle,4,Aaron Silva,"Roselle, Union County"
RobertJHarmsRosellePark,4,Robert J Harms,"Roselle Park, Union County"
AmiynJones-BetheaAtlanticCity,3,Amiyn Jones-Bethea,"Atlantic City, Atlantic County"
ZacharySMuseEastOrange,3,Zachary S Muse,"East Orange, Essex County"
ChristopherJCherbiniMarlboro,3,Christopher J Cherbini,"Marlboro, Monmouth County"
JasonAShaferFlorence,3,Jason A Shafer,"Florence, Burlington County"
JustinMInsalacoWestWindsor,3,Justin M Insalaco,"West Windsor, Mercer County"
ToddMKellyElizabeth,3,Todd Kelly,"Elizabeth, Union County"
RenseSchalenElizabeth,3,Rense Schalen,"Elizabeth, Union County"
DavidATaltyPointPleasantBeach,3,David A Talty,"Point Pleasant Beach, Ocean County"
ChristopherJDeNobleBayonne,3,Christopher J Denoble,"Bayonne, Hudson County"
AshleyMunozBayonne,3,Ashley Munoz,"Bayonne, Hudson County"
JustinRPobleteBradleyBeach,3,Justin Poblete,"Bradley Beach, Monmouth County"
BryanHNogowskiBarnegat,3,Bryan H Nogowski,"Barnegat, Ocean County"
ReneRoaWeehawken,3,Rene Roa,"Weehawken, Hudson County"
StevenMazaClifton,3,Steven Maza,"Clifton, Passaic County"
ErikVAksdalBrick,3,Erik V Aksdal,"Brick, Ocean County"
DavidBairdPaterson,3,David Baiad,"Paterson, Passaic County"
JustinSchlusselfeldEastBrunswick,3,Justin Schlusselfeld,"East Brunswick, Middlesex County"
SeanPPettitAtlanticCity,3,Sean P Pettit,"Atlantic City, Atlantic County"
RonaldJamesPaterson,3,Ronald James,"Paterson, Passaic County"
ErinRHarryWillingBoro,3,Erin Harry,"Willing Boro, Burlington County"
JustinTerebetskiCarteret,3,Justin Terebetski,"Carteret, Middlesex County"
AnthonyGretoLowerTownship,3,Anthony Greto,"Lower Township, Cape May County"
ReneeLaraiaEnglewood,3,Renee Laraia,"Englewood, Bergen County"
JustinUbryEwing,3,Justin Ubry,"Ewing, Mercer County"
ReneDHarrisPerthAmboy,3,Rene D Harris,"Perth Amboy, Middlesex County"
JasonBPriorSouthTomsRiver,3,Jason B Prior,"South Toms River, Ocean County"
JustinVargaClifton,3,Justin Varga,"Clifton, Passaic County"
DavidBartoshekTomsRiver,3,David Bartoshek,"Toms River, Ocean County"
RemonSolimanPleasantville,3,Remon Soliman,"Pleasantville, Atlantic County"
DavidBBurnsGlassboro,3,David Burns,"Glassboro, Gloucester County"
JuwanMorganCamden,3,Juwan Morgan,"Camden, Camden County"
ReginaldNButtsEastOrange,3,Reginald N Butts,"East Orange, Essex County"
AstridNAurelusPleasantville,3,Astrid Aurelus,"Pleasantville, Atlantic County"
JWienersParsippany,3,J Wieners,"Parsippany, Morris County"
BrandonCWardOldBridge,3,Brandon C Ward,"Old Bridge, Middlesex County"
KABolisayNJSP,3,K A Bolisay,"NJSP, State Police"
ErnestJParkerPitman,3,Ernest J Parker,"Pitman, Gloucester County"
ThomasMGiaquintoPaterson,3,Thomas M Giaquinto,"Paterson, Passaic County"
DavidBillingsCherryHill,3,David Billings,"Cherry Hill, Camden County"
JasonSChristyBerlinBoro,3,Jason Christi,"Berlin Boro, Camden County"
JasonCMouldsHamilton,3,Jason C Moulds,"Hamilton, Mercer County"
KarenLNoelOceanTownship,3,Karen L Noel,"Ocean Township, Monmouth County"
AdrianAcevedoSouthOrange,3,Adrian Acevedo,"South Orange, Essex County"
RebeccaESenckBelmar,3,Rebecca E Senck,"Belmar, Monmouth County"
JasonCostelloStafford,3,Jason Costello,"Stafford, Ocean County"
SeanPMullaheyJerseyCity,3,Sean P Mullahey,"Jersey City, Hudson County"
KarlFMustLakewood,3,Karl F Must,"Lakewood, Ocean County"
KarlJManginoBoontonTownship,3,Karl J Mangino,"Boonton Township, Morris County"
AndrewTSciosciaWestOrange,3,Andrew T Scioscia,"West Orange, Essex County"
KarlMurvayNewBrunswick,3,Karl Murvay,"New Brunswick, Middlesex County"
JasonDCarrollBarnegat,3,Jason D Carroll,"Barnegat, Ocean County"
RDorilusElizabeth,3,R Dorilus,"Elizabeth, Union County"
RonaldDolanCherryHill,3,Ronald Dolan,"Cherry Hill, Camden County"
ErricoVescioRedBank,3,Errico Vescio,"Red Bank, Monmouth County"
RDiazNJSP,3,R Diaz,"NJSP, State Police"
ERufoloNJSP,3,E Rufolo,"NJSP, State Police"
KateMProsciaBranchburg,3,Kate M Proscia,"Branchburg, Somerset County"
StevenMartinezWestfield,3,Steven Martinez,"Westfield, Union County"
AMSparacioNJSP,3,A M Sparacio,"NJSP, State Police"
RichardDeLaCruzNorthBrunswick,3,R De La Cruz,"North Brunswick, Middlesex County"
JasonDLuisPemberton,3,Jason D Luis,"Pemberton, Burlington County"
RCusackPaterson,3,R Cusack,"Paterson, Passaic County"
DavidBrintzinghofferBurlingtonTown,3,David Brintzinghoffer,"Burlington Town, Burlington County"
ATOliveiraNJSP,3,A T Oliveira,"NJSP, State Police"
ThomasMcCombRahway,3,Thomas McComb,"Rahway, Union County"
SeanPMcGrawHighlandPark,3,Sean P McGraw,"Highland Park, Middlesex County"
SeanPILLEGIBLEMaplewood,3,Sean P ILLEGIBLE,"Maplewood, Essex County"
ToddGallagherTintonFalls,3,Todd Gallagher,"Tinton Falls, Monmouth County"
KBarreauNJSP,3,K Barreau,"NJSP, State Police"
KeithBrochuUniontownship,3,K Brochu,"Union township, Union County"
JasonESzaboMontvale,3,Jason E Szabo,"Montvale, Bergen County"
StevenLFritzCamden,3,Steven L Fritz,"Camden, Camden County"
ThomasMcCabeAtlanticCity,3,Thomas McCabe,"Atlantic City, Atlantic County"
JasonRGaliazziWillingBoro,3,Jason Galiazzi,"Willing Boro, Burlington County"
EugeneACastellanoMiddle,3,Eugene A Castellano,"Middle, Cape May County"
AndrewWebbRahway,3,Andrew Webb,"Rahway, Union County"
SeanPerryVernon,3,Sean Perry,"Vernon, Sussex County"
JasonGortoBradleyBeach,3,Jason Gorto,"Bradley Beach, Monmouth County"
KeishaARitchieEastOrange,3,Keisha A Ritchie,"East Orange, Essex County"
AllenBloodgoodWoodbridge,3,A Bloodgood,"Woodbridge, Middlesex County"
AndruczykPJeffreyHighBridge,3,Andruczyk P Jeffrey,"High Bridge, Hunterdon County"
EugeneTolliverEastOrange,3,Eugene Tolliver,"East Orange, Essex County"
JasonGValleseNorthBrunswick,3,Jason G Vallese,"North Brunswick, Middlesex County"
AMyersFranklinTownship,3,A Myers,"Franklin Township, Gloucester County"
SeanPerezElizabeth,3,Sean Perez,"Elizabeth, Union County"
KeithBFergusonAtlanticCity,3,Keith B Ferguson,"Atlantic City, Atlantic County"
AnthonyJCarloBarnegat,3,Anthony J Carlo,"Barnegat, Ocean County"
AnthonyJChamberlinPlainfield,3,Anthony J Chamberlin,"Plainfield, Union County"
JasonJGerleMantua,3,Jason J Gerle,"Mantua, Gloucester County"
ToddColemanLongBranch,3,Todd Coleman,"Long Branch, Monmouth County"
EvanTriveriCresskill,3,Evan Triveri,"Cresskill, Bergen County"
BrandonOKavanaghMillville,3,Brandon Kavanagh,"Millville, Cumberland County"
EvelynGonzalezPaterson,3,Evelyn Gonzalez,"Paterson, Passaic County"
KeithDHudsonMorristown,3,Keith D Hudson,"Morristown, Morris County"
ExmilGonzalezNewark,3,Exmil Gonzalez,"Newark, Essex County"
KeithDohertySpringfield,3,Keith Doherty,"Springfield, Union County"
RaymondSBradleyMiddle,3,Raymond S Bradley,"Middle, Cape May County"
ThomasLWingateHillside,3,Thomas L Wingate,"Hillside, Union County"
FabianDGallegoEnglewood,3,Fabian D Gallego,"Englewood, Bergen County"
JasonJSilkFlorence,3,Jason Silk,"Florence, Burlington County"
ChristopherKatzWildwood,3,Christopher Katz,"Wildwood, Cape May County"
RaymondOjedaNewark,3,Raymond Ojeda,"Newark, Essex County"
ChristopherKedershaEnglewood,3,Christopher Kedersha,"Englewood, Bergen County"
AnthonyJChodanElizabeth,3,Anthony J Chodan,"Elizabeth, Union County"
AustinJHansonWildwoodCrest,3,Austin J Hanson,"Wildwood Crest, Cape May County"
AmyraCaldwellEastOrange,3,Amyra Caldwell,"East Orange, Essex County"
BryanVidovichManchester,3,Bryan M Vidovich,"Manchester, Ocean County"
SeanPBoylanCamden,3,Sean P Boylan,"Camden, Camden County"
DavidDellaHackensack,3,David Delia,"Hackensack, Bergen County"
FELaneNJSP,3,F E Lane,"NJSP, State Police"
JasonLLaphamPlainsboro,3,Jason L Lapham,"Plainsboro, Middlesex County"
ThomasLeoneCherryHill,3,Thomas Leone,"Cherry Hill, Camden County"
BryanWyszynskiTrenton,3,Bryan J Wyszynski,"Trenton, Mercer County"
WorrellBLANKBurlingtonTown,3,Worrell BLANK,"Burlington Town, Burlington County"
FelixD'AmicoCarlstadt,3,Felix D'Amico,"Carlstadt, Bergen County"
SeanPO'HalloranWall,3,Sean O'Halloran,"Wall, Monmouth County"
RaymondMasseyMonroe,3,Raymond Massey,"Monroe, Gloucester County"
DavidDombrowskiNorthArlington,3,David Dombrowski,"North Arlington, Bergen County"
BrandonStocksPleasantville,3,Brandon Stocks,"Pleasantville, Atlantic County"
KeithJonesNewark,3,Keith Jones,"Newark, Essex County"
SeanNutlandParamus,3,Sean Nutland,"Paramus, Bergen County"
DavidDowdNorthBergen,3,David Dowd,"North Bergen, Hudson County"
ChristopherLeedsPleasantville,3,Christopher Leeds,"Pleasantville, Atlantic County"
FenilBGandhiGalloway,3,Fenil B Gandhi,"Galloway, Atlantic County"
ThomasLarosaLumberton,3,Thomas L Larosa,"Lumberton, Burlington County"
StevenHanceMiddle,3,Steven Hance,"Middle, Cape May County"
AlexanderSymanskiSeaIsleCity,3,Alexander Symanski,"Sea Isle City, Cape May County"
DavidFanfanOrange,3,David Fanfan,"Orange, Essex County"
VictorScottElmwoodPark,3,Victor Scott,"Elmwood Park, Bergen County"
StevenHanceAbsecon,3,Steven Hance,"Absecon, Atlantic County"
DavidFlynnRockawayBoro,3,David Flynn,"Rockaway Boro, Morris County"
RaymondKLawrenceMantua,3,Raymond K Lawrence,"Mantua, Gloucester County"
AlbertMBakerRidgefieldPark,3,Albert Baker,"Ridgefield Park, Bergen County"
KeithRGrausamSayreville,3,Keith R Grausam,"Sayreville, Middlesex County"
AndyVeraWildwood,3,Andy Vera,"Wildwood, Cape May County"
KeithROlerStafford,3,Keith R Oler,"Stafford, Ocean County"
RolandoEnsuarLakeComoBoro,3,Rolando Ensuar,"Lake Como Boro, Monmouth County"
FidelCHunterOrange,3,Fidel C Hunter,"Orange, Essex County"
ChristopherLLoBelloHazlet,3,Christopher L LoBello,"Hazlet, Monmouth County"
AndyVillanuevaTrenton,3,Andy Villanueva,"Trenton, Mercer County"
KeithTLudwigAsburyPark,3,Keith T Ludwig,"Asbury Park, Monmouth County"
RogerRBoutrosJerseyCity,3,Roger R Boutros,"Jersey City, Hudson County"
DavidGFisherHillsborough,3,David G Fisher,"Hillsborough, Somerset County"
BrendanBriscoeMorristown,3,Brendan Briscoe,"Morristown, Morris County"
AlbertDomiziNorthPlainfield,3,Albert Domizi,"North Plainfield, Somerset County"
CaitlinGrantEwing,3,Caitlin Grant,"Ewing, Mercer County"
WilliamPManisaRoxbury,3,William Manisa,"Roxbury, Morris County"
JasonPSzylarWoodbridge,3,Jason P Szylar,"Woodbridge, Middlesex County"
AnthonyJLugoFairlawn,3,Anthony J Lugo,"Fairlawn, Bergen County"
AdamJMcKillopGloucester,3,Adam J McKillop,"Gloucester, Camden County"
KelliARileyLivingston,3,Kelli A Riley,"Livingston, Essex County"
JasonPZuhowskiMaplewood,3,Jason P Zuhowski,"Maplewood, Essex County"
ThomasLarmoreLinden,3,Thomas Larmore,"Linden, Union County"
JasonRCostantiniWall,3,Jason R Costantini,"Wall, Monmouth County"
StevenHAlmeidaNewark,3,Steven H Almeida,"Newark, Essex County"
SeanMaherWharton,3,Sean Maher,"Wharton, Morris County"
RogerHarrisNewark,3,Roger Harris,"Newark, Essex County"
RogerFernandezManasquan,3,Roger Fernandez,"Manasquan, Monmouth County"
StevenGyimotyMaplewood,3,Steven Grimothy,"Maplewood, Essex County"
JasonRossProspectPark,3,Jason Ross,"Prospect Park, Passaic County"
SeanMackayCliffsidePark,3,Sean MacKay,"Cliffside Park, Bergen County"
KenanTuncelPaterson,3,Kenan Tuncel,"Paterson, Passaic County"
AlexanderWFayLakeComoBoro,3,Alexander W Fay,"Lake Como Boro, Monmouth County"
KenBDeckerPitman,3,Ken B Decker,"Pitman, Gloucester County"
AnthonyJOconeLongBeachTownship,3,Anthony J Ocone,"Long Beach Township, Ocean County"
KendrickHamlettEastOrange,3,Kendrick Hamlett,"East Orange, Essex County"
KenKaczorekBranchburg,3,Ken Kaczorek,"Branchburg, Somerset County"
TimothyWMcAuliffeBayonne,3,Timothy W McAuliffe,"Bayonne, Hudson County"
AyazMahmoodEdison,3,Ayaz Mahmood,"Edison, Middlesex County"
RodrickAninipotSecaucus,3,Rodrick Aninipot,"Secaucus, Hudson County"
FrancescoScorpoPaterson,3,Francesco S Scorpo,"Paterson, Passaic County"
KennethMBauerMetuchen,3,Kenneth Bauer,"Metuchen, Middlesex County"
FrancescoTNastasiEggHarborTownship,3,Francesco T Nastasi,"Egg Harbor Township, Atlantic County"
TimothyWHakHaddon,3,Timothy W Hak,"Haddon, Camden County"
RayDiazBloomfield,3,Ray Diaz,"Bloomfield, Essex County"
KennethErricksonEatontown,3,Kenneth D Errickson,"Eatontown, Monmouth County"
KennethDragoBayonne,3,Kenneth Drago,"Bayonne, Hudson County"
RodneyRuarkAtlanticCity,3,Rodney Ruark,"Atlantic City, Atlantic County"
BrendanMKerlinLongBeachTownship,3,Brendan M Kerlin,"Long Beach Township, Ocean County"
BrendanSimGlenRidge,3,Brendan Sim,"Glen Ridge, Essex County"
ChristopherMBakerJerseyCity,3,Christopher M Baker,"Jersey City, Hudson County"
FranciscoAmbrifiDelanco,3,Francisco Ambrifi,"Delanco, Burlington County"
KennethGauletteClark,3,Kenneth Gaulette,"Clark, Union County"
CapoanoCraigRutherford,3,Capoano Craig,"Rutherford, Bergen County"
DavidHoppeWayne,3,David Hoppe,"Wayne, Passaic County"
FranciscoCorreaPleasantville,3,Francisco Correa,"Pleasantville, Atlantic County"
FranciscoCrobanElizabeth,3,Francisco Croban,"Elizabeth, Union County"
FranciscoFigueroaUnionCity,3,Francisco Figueroa,"Union City, Hudson County"
RodneyKClarkJerseyCity,3,Rodney K Clark,"Jersey City, Hudson County"
AEBrozekNJSP,3,A E Brozek,"NJSP, State Police"
AnthonyJPepeGreenBrook,3,Anthony J Pepe,"Green Brook, Somerset County"
DavidJBowenSpringLakeBoro,3,David J Bowen,"Spring Lake Boro, Monmouth County"
StevenGFlanneryWestville,3,Steven G Flannery,"Westville, Gloucester County"
FrancisCoppingerDover,3,Francis Coppinger,"Dover, Morris County"
CarinMCarrasquilloWestNewYork,3,Carin M Carrasquillo,"West New York, Hudson County"
RAShireyPaterson,3,R Shirey,"Paterson, Passaic County"
KennethLarsenHightstown,3,Kenneth Larsen,"Hightstown, Mercer County"
CarlABasileTomsRiver,3,Carl A Basile,"Toms River, Ocean County"
KennethLondahl-SmidtEnglewood,3,Kenneth Londahl-Smidt,"Englewood, Bergen County"
BrendonCGallozaMountHolly,3,Brendon C Galloza,"Mount Holly, Burlington County"
RashawnLGrahamPlainfield,3,Rashawn Graham,"Plainfield, Union County"
ThomasJSteffenWestville,3,Thomas J Steffen,"Westville, Gloucester County"
DavidJMeenanEdgewaterPark,3,David J Meenan,"Edgewater Park, Burlington County"
DavidJMoodyBerkeley,3,David J Moody,"Berkeley, Ocean County"
BrendonMGriffinRiverside,3,Brendon M Griffin,"Riverside, Burlington County"
StevenFKillanePerthAmboy,3,Steven F Killane,"Perth Amboy, Middlesex County"
DavidJStephensonEastOrange,3,David J Stephenson,"East Orange, Essex County"
RandyPSmithCamden,3,Randy P Smith,"Camden, Camden County"
JavierOrtizBurlingtonTown,3,Javier Ortiz,"Burlington Town, Burlington County"
FrancisJSteinhauerNorthPlainfield,3,Francis J Steinhauer,"North Plainfield, Somerset County"
FrancisO'BrienFranklinLakes,3,Francis O'Brien,"Franklin Lakes, Bergen County"
ChristopherMEngelhardtHillsborough,3,Christopher M Engelhardt,"Hillsborough, Somerset County"
FrancisPumphreyCedarGrove,3,Francis Pumphrey,"Cedar Grove, Essex County"
AngelGonzalezNewark,3,Angel Gonzalez,"Newark, Essex County"
RoccoBelloniCamden,3,Rocco Belloni,"Camden, Camden County"
