officerid,sId,count,dept,name
JamesJKellyBrick,740,5,"Brick, Ocean County",James Kelly
RyanMSkowMiddlesex,741,5,"Middlesex, Middlesex County",Ryan Skow
JohnJBezakBridgewater,742,5,"Bridgewater, Somerset County",John Bezak
LouisValanzolaBrick,743,5,"Brick, Ocean County",Louis Valanzola
ScottKJepsenBranchburg,744,5,"Branchburg, Somerset County",Scott Jepsen
VincentPerezCamden,745,5,"Camden, Camden County",Vincent Perez
JohnZellerAberdeen,746,5,"Aberdeen, Monmouth County",John Zeller
WilliamDNewtonDover,747,5,"Dover, Morris County",William Newton
DanielRandionPaterson,748,5,"Paterson, Passaic County",Daniel Randion
MatthewMcDowAberdeen,749,5,"Aberdeen, Monmouth County",Matthew McDow
MichaelCDeCandiaBranchburg,750,5,"Branchburg, Somerset County",Michael DeCandia
GlennCapitoBloomfield,751,5,"Bloomfield, Essex County",Glenn Capito
MichaelEatonBranchburg,752,5,"Branchburg, Somerset County",Michael Eaton
RobertMCaravelaBranchburg,753,5,"Branchburg, Somerset County",Robert Caravela
FrankNRendinaPaterson,754,5,"Paterson, Passaic County",Frank Rendina
GregoryGyumolcsNorthBrunswick,755,5,"North Brunswick, Middlesex County",Greg Gyumolcs
JerelHammondEnglewood,756,5,"Englewood, Bergen County",Jerel Hammond
EdwardMConnollyBridgetonCity,757,5,"Bridgeton City, Cumberland County",Edward Connolly
StevenTibusEdgewater,758,5,"Edgewater, Bergen County",Steven Tibus
DemitriosTimbinarisNorthBrunswick,759,5,"North Brunswick, Middlesex County",Demitrios Timbinaris
BrianEDuganTomsRiver,760,5,"Toms River, Ocean County",Brian Dugan
BrianCMontagueEastRutherford,761,5,"East Rutherford, Bergen County",Brian Montague
AJPompeoNJSP,762,5,"NJSP, State Police",A Pompeo
KevinPGeraghtyBogota,763,5,"Bogota, Bergen County",Kevin Geraghty
AbigailPillotCamden,764,5,"Camden, Camden County",Abigail Pillot
ErikJacobsenNorthBrunswick,765,5,"North Brunswick, Middlesex County",Erik Jacobsen
RobertPetersBloomfield,766,5,"Bloomfield, Essex County",Robert Peters
DavePersadJerseyCity,767,5,"Jersey City, Hudson County",Dave Persad
ThomasDownsHarding,768,5,"Harding, Morris County",Thomas Downs
NorielPenaNorthBrunswick,769,5,"North Brunswick, Middlesex County",Noriel Pena
ThomasGennarelliEdison,770,5,"Edison, Middlesex County",Thomas Gennarelli
MatthewBantaCresskill,771,5,"Cresskill, Bergen County",Matthew Banta
ErnieGonzalezClifton,772,5,"Clifton, Passaic County",Ernie Gonzalez
RMNugnesNJSP,773,5,"NJSP, State Police",R Nugnes
KonstantinosTravlosNorthBrunswick,774,5,"North Brunswick, Middlesex County",Konstantinos Travlos
RichardLBuckBranchburg,775,5,"Branchburg, Somerset County",Richard Buck
MatthewRubbinaccioBloomfield,776,5,"Bloomfield, Essex County",Matthew Rubbinaccio
MichaelMillerCliffsidePark,777,5,"Cliffside Park, Bergen County",Michael Miller
BrianJCastlesEdison,778,5,"Edison, Middlesex County",Brian Castles
MatthewGreerCamden,779,5,"Camden, Camden County",Matthew Greer
LorenLongEdison,780,5,"Edison, Middlesex County",Loren Long
AnibalRiosCliffsidePark,781,5,"Cliffside Park, Bergen County",Anibal Rios
MertZokluCliffsidePark,782,5,"Cliffside Park, Bergen County",Mert Zoklu
FrankLombardoSouthBrunswick,783,5,"South Brunswick, Middlesex County",Frank Lombardo
MichaelJNicholsonGloucester,784,5,"Gloucester, Camden County",Michael Nicholson
JonathanRosarioCamden,785,5,"Camden, Camden County",Jonathan Rosario
AlbertJJacksonEdison,786,5,"Edison, Middlesex County",Albert Jackson
JosephDChonkaEdison,787,5,"Edison, Middlesex County",Joseph Chonka
RobertFlynnLacey,788,5,"Lacey, Ocean County",Robert Flynn
RobertSMillerNeptuneCity,789,5,"Neptune City, Monmouth County",Robert Miller
JasonMessinaCliffsidePark,790,5,"Cliffside Park, Bergen County",Jason Messina
DimitriosKatsoulisNorthBrunswick,791,5,"North Brunswick, Middlesex County",Dimitrios Katsoulis
MichaelGurovichEdison,792,5,"Edison, Middlesex County",Michael Gurovich
JosephSpiersBayonne,793,5,"Bayonne, Hudson County",Blank Spiers
ThomasHuestonLongBranch,794,5,"Long Branch, Monmouth County",Thomas Hueston
MichaelSShevlinCamden,795,5,"Camden, Camden County",Michael Shevlin
DavidAPedanaEdison,796,5,"Edison, Middlesex County",David Pedana
ElisandraRiveraVineland,797,5,"Vineland, Cumberland County",Elisandra Rivera
JohnFarfanPaterson,798,5,"Paterson, Passaic County",John Farfan
WilliamJYorioMonroe,799,5,"Monroe, Gloucester County",William Yorio
NicolasDeleonBergenfield,800,5,"Bergenfield, Bergen County",Nicolas Deleon
BNeumanUniontownship,801,5,"Union township, Union County",Brian Neuman
RobertDuffyEdison,802,5,"Edison, Middlesex County",Robert Duffy
JosephGBienerFranklinTownship,803,5,"Franklin Township, Gloucester County",Joseph Biener
EricPrachHanover,804,5,"Hanover, Morris County",Eric Prach
MichaelLapointSouthBrunswick,805,5,"South Brunswick, Middlesex County",Michael Lapoint
PeterMRomanyszynBoundBrook,806,5,"Bound Brook, Somerset County",Peter Romanyszyn
KennethCHartWayne,807,5,"Wayne, Passaic County",Kenneth Hart
PhillipMartinezVineland,808,5,"Vineland, Cumberland County",Phillip Martinez
CoreyMGreenPaterson,809,5,"Paterson, Passaic County",Corey Green
MartinScherzingerLittleSilver,810,5,"Little Silver, Monmouth County",Martin Scherzinger
DaynelAOzorioBergenfield,811,5,"Bergenfield, Bergen County",Daynel Ozorio
JayNyeBrick,812,5,"Brick, Ocean County",Jay Nye
AndrewERoyEdison,813,5,"Edison, Middlesex County",Andrew Roy
NPDAlessioNJSP,814,5,"NJSP, State Police",N DAlessio
DavidReustleHammonton,815,5,"Hammonton, Atlantic County",David Reustle
RobertCPossLongBranch,816,5,"Long Branch, Monmouth County",Robert Poss
ChristopherClementsHammonton,817,5,"Hammonton, Atlantic County",Christopher Clements
RyanWilliamsHanover,818,5,"Hanover, Morris County",Ryan Williams
AbbasHusainEdison,819,5,"Edison, Middlesex County",Abbas Husain
DavidGTingleEdison,820,5,"Edison, Middlesex County",David Tingle
TheodoreReillyNutley,821,5,"Nutley, Essex County",Theodore Reilly
CodySMrozMantua,822,5,"Mantua, Gloucester County",Cody Mroz
RobertZbikowskiHammonton,823,5,"Hammonton, Atlantic County",Robert Zbikowski
JosephWoottonVentnorCity,824,5,"Ventnor City, Atlantic County",Joseph Wootton
ShaneTLeamingNeptuneTownship,825,5,"Neptune Township, Monmouth County",Shane Leaming
JasonChangEdison,826,5,"Edison, Middlesex County",Jason Chang
KeithDonnellyBrick,827,5,"Brick, Ocean County",Keith Donnelly
CharlesCapersIrvington,828,5,"Irvington, Essex County",Charles Capers
HommyQuinonesVentnorCity,829,5,"Ventnor City, Atlantic County",Hommy Quinones
AngeloMaldonadoPleasantville,830,5,"Pleasantville, Atlantic County",Angelo Maldonado
SamWilliamsHoboken,831,5,"Hoboken, Hudson County",Sam Williams
DavidGaeckleVentnorCity,832,5,"Ventnor City, Atlantic County",David Gaeckle
MitchellMolinaIrvington,833,5,"Irvington, Essex County",Mitchell Molina
RoccoJGalianoPaterson,834,5,"Paterson, Passaic County",Rocco Galiano
JeffRDewarBoundBrook,835,5,"Bound Brook, Somerset County",Jeff Dewar
MichalRogalskiOceanTownship,836,5,"Ocean Township, Ocean County",Michal Rogalski
WilliamTrammellNorthBrunswick,837,5,"North Brunswick, Middlesex County",William Trammell
GaryUlmerBoundBrook,838,5,"Bound Brook, Somerset County",Gary Ulmer
NeilJMcKennaStafford,839,5,"Stafford, Ocean County",Neil McKenna
RichardSColombaroniBoundBrook,840,5,"Bound Brook, Somerset County",Richard Colombaroni
HarryMooreMagnolia,841,5,"Magnolia, Camden County",Harry Moore
DanaLPageLongBranch,842,5,"Long Branch, Monmouth County",Dana Page
DerekWyattLivingston,843,5,"Livingston, Essex County",Derek Wyatt
JosephMDePasqualeEdison,844,5,"Edison, Middlesex County",Joseph DePasquale
AraukiReviNewark,845,5,"Newark, Essex County",Arauki Revi
SeanWVaughnPointPleasantBeach,846,5,"Point Pleasant Beach, Ocean County",Sean Vaughn
SeanRigginPleasantville,847,5,"Pleasantville, Atlantic County",Sean Riggin
DanielKinklerHaddonHeights,848,5,"Haddon Heights, Camden County",Daniel Kinkler
EdwardDBartlettPomptonLakes,849,5,"Pompton Lakes, Passaic County",Edward Bartlett
SaverioBinettiHoboken,850,5,"Hoboken, Hudson County",Saverio Binetti
JessicaLIrizarryPerthAmboy,851,5,"Perth Amboy, Middlesex County",Jessica Irizarry
ReymondNolascoPerthAmboy,852,5,"Perth Amboy, Middlesex County",Raymond Nolasco
AnthonyRussoHoboken,853,5,"Hoboken, Hudson County",Anthony Russo
ChristopherBaxterBernards,854,5,"Bernards, Somerset County",Christopher Baxter
MarkPappasNewBrunswick,855,5,"New Brunswick, Middlesex County",Mark Pappas
EmorySilipigniPleasantville,856,5,"Pleasantville, Atlantic County",Emory Silipigni
Kelli-AnnMallekLivingston,857,5,"Livingston, Essex County",Kelli-Ann Mallek
ChristopherJRaiaTomsRiver,858,5,"Toms River, Ocean County",Christopher Raia
RichardLongRahway,859,5,"Rahway, Union County",Richard Long
JosephPaslawskyNewBrunswick,860,5,"New Brunswick, Middlesex County",Joseph Paslawsky
PeterFMaroonNewBrunswick,861,5,"New Brunswick, Middlesex County",Peter Maroon
UmbertoScaturroRahway,862,5,"Rahway, Union County",Umberto Scaturro
StevenAguiarHoboken,863,5,"Hoboken, Hudson County",Steven Aguiar
MichaelLosurdoHoboken,864,5,"Hoboken, Hudson County",Michael Losurdo
JanetteMLareauMaplewood,865,5,"Maplewood, Essex County",Janette Lareau
ZacharyAShermanPointPleasantBeach,866,5,"Point Pleasant Beach, Ocean County",Zachary Sherman
AngeloLFiorentinoLongBeachTownship,867,5,"Long Beach Township, Ocean County",Angelo Fiorentino
RobertMarziMonroe,868,5,"Monroe, Gloucester County",Robert Marzi
ScottTReevesMaplewood,869,5,"Maplewood, Essex County",Scott Reeves
KevinMGrahamHamilton,870,5,"Hamilton, Atlantic County",Kevin Graham
FrancisGSmythHamilton,871,5,"Hamilton, Atlantic County",Francis Smyth
KennethJJacobyCollingswood,872,5,"Collingswood, Camden County",Kenneth Jacoby
ChristopherARizzoHamilton,873,5,"Hamilton, Atlantic County",Christopher Rizzo
KevinDNortonWanaque,874,5,"Wanaque, Passaic County",Kevin Norton
MarkRodgersEastOrange,875,5,"East Orange, Essex County",Mark Rodgers
AustinMartinLinwood,876,5,"Linwood, Atlantic County",Austin Martin
JosephHabeicheWestfield,877,5,"Westfield, Union County",Joseph Habeiche
AndrewTMeanyPointPleasantBeach,878,5,"Point Pleasant Beach, Ocean County",Andrew Meany
LeoGRudolphHamilton,879,5,"Hamilton, Atlantic County",L Rudolph
JamesVDeHartMonroe,880,5,"Monroe, Gloucester County",James DeHart
DanielLokersonDeal,881,5,"Deal, Monmouth County",Daniel Lokerson
MarkWilliamsAbsecon,882,5,"Absecon, Atlantic County",Mark Williams
MichaelESchmerlerEatontown,883,5,"Eatontown, Monmouth County",Michael Schmerler
RalphDonatoFreehold,884,5,"Freehold, Monmouth County",Ralph Donato
TroyBFowlkesEatontown,885,5,"Eatontown, Monmouth County",Troy Fowlkes
DanielKrauseAbsecon,886,5,"Absecon, Atlantic County",Daniel Krause
BrianWSpaderPointPleasantBeach,887,5,"Point Pleasant Beach, Ocean County",Brian Spader
LucasBottomsWildwood,888,5,"Wildwood, Cape May County",Lucas Bottoms
MichaelFinnertyEggHarborTownship,889,5,"Egg Harbor Township, Atlantic County",Michael Finnerty
PaulPerezRedBank,890,5,"Red Bank, Monmouth County",Paul Perez
ROnofreNJSP,891,5,"NJSP, State Police",R Onofre
RichardPVogtEggHarborTownship,892,5,"Egg Harbor Township, Atlantic County",Richard Vogt
JamesJKeenanMiddletown,893,5,"Middletown, Monmouth County",James Keenan
MichaelJOlearyJerseyCity,894,5,"Jersey City, Hudson County",Michael Oleary
KevinLittleBernards,895,5,"Bernards, Somerset County",Kevin Little
GregoryTWashingtonNeptuneTownship,896,5,"Neptune Township, Monmouth County",Gregory Washington
SlawomirZolnierowskiBernards,897,5,"Bernards, Somerset County",Slawomir Zolnierowski
StephenJPapaycikHaddonHeights,898,5,"Haddon Heights, Camden County",Stephen Papaycik
RobertODonoghueEggHarborTownship,899,5,"Egg Harbor Township, Atlantic County",Robert ODonoghue
MiguelChangNewBrunswick,900,5,"New Brunswick, Middlesex County",Miguel Chang
RaughSommervilleEastOrange,901,5,"East Orange, Essex County",Raugh Sommerville
JoseCGomezNewBrunswick,902,5,"New Brunswick, Middlesex County",Jose Gomez
LorenzoRankinsNewBrunswick,903,5,"New Brunswick, Middlesex County",Lorenzo Rankins
FrankCristianoPerthAmboy,904,5,"Perth Amboy, Middlesex County",Frank Cristiano
KristinAltimariRedBank,905,5,"Red Bank, Monmouth County",Kristin Altimari
SamuelStangoWildwood,906,5,"Wildwood, Cape May County",Samuel Stango
TravisMPerinhoRiverside,907,5,"Riverside, Burlington County",Travis Perinho
MichaelByrnesHanover,908,5,"Hanover, Morris County",Michael Byrnes
DorianGMinondNewBrunswick,909,5,"New Brunswick, Middlesex County",Dorian Minond
JohnOKlineCollingswood,910,5,"Collingswood, Camden County",John Kline
JosephMMonroeEggHarborTownship,911,5,"Egg Harbor Township, Atlantic County",Joseph Monroe
TimothyFHubertLinden,912,5,"Linden, Union County",Timothy Hubert
CarrieAColbertNeptuneTownship,913,5,"Neptune Township, Monmouth County",Carrie Colbert
JonathanMNievesEggHarborTownship,914,5,"Egg Harbor Township, Atlantic County",Jonathan Nieves
AndrewJRedmondBradleyBeach,915,5,"Bradley Beach, Monmouth County",Andrew Redmond
EJOrellanoNJSP,916,5,"NJSP, State Police",E Orellano
JessicaDeJesusPerthAmboy,917,5,"Perth Amboy, Middlesex County",Jessica DeJesus
ThomasDFedoJefferson,918,5,"Jefferson, Morris County",Thomas Fedo
MichaelFNicetaEggHarborTownship,919,5,"Egg Harbor Township, Atlantic County",Michael Niceta
TyroneBurchPerthAmboy,920,5,"Perth Amboy, Middlesex County",Tyrone Burch
JoseRosarioPerthAmboy,921,5,"Perth Amboy, Middlesex County",Jose Rosario
RyanMGromowskiPointPleasant,922,5,"Point Pleasant, Ocean County",Ryan Gromowski
VincentLeonettiMonroe,923,5,"Monroe, Gloucester County",Vincent Leonetti
DennisMartePerthAmboy,924,5,"Perth Amboy, Middlesex County",Dennis Marte
SeanMKellyKearny,925,5,"Kearny, Hudson County",Sean Kelly
ThomasDZanderPitman,926,5,"Pitman, Gloucester County",Thomas Zander
ChristopherMPrellIndependence,927,5,"Independence, Warren County",Christopher Prell
JasonWGarciaLopatcong,928,5,"Lopatcong, Warren County",Jason Garcia
MMDisibioNJSP,929,5,"NJSP, State Police",M Disibio
BrianABellafronteNewBrunswick,930,5,"New Brunswick, Middlesex County",Brian Bellafronte
DonaldCHainesCarney_sPoint,931,5,"Carney_s Point, Salem County",Donald Haines
ShawnCBatesMansfield,932,5,"Mansfield, Warren County",Shawn Bates
MichaelAMadonnaMansfield,933,5,"Mansfield, Warren County",Michael Madonna
JohnStranahanPennsGrove,934,5,"Penns Grove, Salem County",John Stranahan
HectorPenaSouthAmboy,935,5,"South Amboy, Middlesex County",Hector Pena
KeithPGouldLittleEggHarbor,936,5,"Little Egg Harbor, Ocean County",Keith Gould
MariaSantiagoPerthAmboy,937,5,"Perth Amboy, Middlesex County",Maria Santiago
KyleWKleinowLittleEggHarbor,938,5,"Little Egg Harbor, Ocean County",Kyle Kleinow
AndyVeraBuenaBorough,939,5,"Buena Borough, Atlantic County",Andy Vera
MichaelKellySouthAmboy,940,5,"South Amboy, Middlesex County",Michael Kelly
FrankJSzegPerthAmboy,941,5,"Perth Amboy, Middlesex County",Frank Szeg
JohnTravelinoKearny,942,5,"Kearny, Hudson County",John Travelino
RonaldMSilvestroBerlintownship,943,5,"Berlin township, Camden County",Ronald Silvestro
JohnERansomJerseyCity,944,5,"Jersey City, Hudson County",John Ransom
BradMKisselbachPhillipsburg,945,5,"Phillipsburg, Warren County",Brad Kisselbach
AaronRMatikonisOldBridge,946,5,"Old Bridge, Middlesex County",Aaron Matikonis
JoseFRosarioPerthAmboy,947,5,"Perth Amboy, Middlesex County",Jose Rosario
JosephJPicardiGalloway,948,5,"Galloway, Atlantic County",Joseph Picardi
KevinHulsePhillipsburg,949,5,"Phillipsburg, Warren County",Kevin Hulse
AdamJGukerManchester,950,5,"Manchester, Ocean County",Adam Guker
MichaelGraingerNewark,951,5,"Newark, Essex County",Michael Grainger
DanielSEstevesKearny,952,5,"Kearny, Hudson County",Daniel Esteves
WilfredoRHernandezLittleEggHarbor,953,5,"Little Egg Harbor, Ocean County",Wilfredo Hernandez
RyanRDeFalcoWoodstown,954,5,"Woodstown, Salem County",Ryan DeFalco
GarrettFCullooNeptuneTownship,955,5,"Neptune Township, Monmouth County",Garrett Culloo
KevinCostaGalloway,956,5,"Galloway, Atlantic County",Kevin Costa
JustinJButlerGalloway,957,5,"Galloway, Atlantic County",Justin Butler
RichardJMazzaManchester,958,5,"Manchester, Ocean County",Richard Mazza
ChrisCostaLittleEggHarbor,959,5,"Little Egg Harbor, Ocean County",Christopher Costa
JosephSloatWoodstown,960,5,"Woodstown, Salem County",Joseph Sloat
RichardPWareSalemCity,961,5,"Salem City, Salem County",Richard Ware
MichaelPTaulaneCollingswood,962,5,"Collingswood, Camden County",Michael Taulane
JosephSulikowskiPerthAmboy,963,5,"Perth Amboy, Middlesex County",Joseph Sulikowski
GeorgeManuelJerseyCity,964,5,"Jersey City, Hudson County",George Manuel
MichaelJTardioBradleyBeach,965,5,"Bradley Beach, Monmouth County",Michael Tardio
BradMcNallyPointPleasant,966,5,"Point Pleasant, Ocean County",Brad McNally
BrianMFennessyPointPleasant,967,5,"Point Pleasant, Ocean County",Brian Fennessy
StevenGyimotyMaplewood,968,5,"Maplewood, Essex County",Steven Gyimoty
JohnASoltysikMiddletown,969,5,"Middletown, Monmouth County",John Soltysik
CarolynABuckleyGalloway,970,5,"Galloway, Atlantic County",Carolyn Buckley
JamesSVernonWashingtonTownship,971,5,"Washington Township, Warren County",James Vernon
DavidABurdgeWashingtonTownship,972,5,"Washington Township, Warren County",David Burdge
ScottSeitzPlainsboro,973,5,"Plainsboro, Middlesex County",Scott Seitz
JamiePSztukowskiSayreville,974,5,"Sayreville, Middlesex County",Jamie Sztukowski
ThomasWMatthewsHowell,975,5,"Howell, Monmouth County",Thomas Matthews
AlfredoEcheverriaNorthBergen,976,5,"North Bergen, Hudson County",Alfredo Echeverria
RobertRYeisleyWashingtonTownship,977,5,"Washington Township, Warren County",Robert Yeisley
KimWilliamsIrvington,978,5,"Irvington, Essex County",Kim Williams
JohnnySanchezNorthBergen,979,5,"North Bergen, Hudson County",Johnny Sanchez
GeorgeHDuckworthWashingtonTownship,980,5,"Washington Township, Warren County",George Duckworth
JasonSolanNorthBergen,981,5,"North Bergen, Hudson County",Jason Solan
VincentHCeciGalloway,982,5,"Galloway, Atlantic County",Vincent Ceci
BradDavenportPennsville,983,5,"Pennsville, Salem County",Brad Davenport
MichaelWReuterMiddletown,984,5,"Middletown, Monmouth County",Michael Reuter
RitaAbatemarcoGalloway,985,5,"Galloway, Atlantic County",Rita Abatemarco
BrentLopezGalloway,986,5,"Galloway, Atlantic County",Brent Lopez
BryanCaseyGalloway,987,5,"Galloway, Atlantic County",Bryan Casey
WilliamDilolloElizabeth,988,5,"Elizabeth, Union County",William Dilollo
EdwardAMoyanoNorthBergen,989,5,"North Bergen, Hudson County",Edward Moyano
GabrielALugoSayreville,990,5,"Sayreville, Middlesex County",Gabriel Lugo
DavidScalabriniPointPleasant,991,5,"Point Pleasant, Ocean County",David Scalabrini
MichaelRMickensMontclair,992,5,"Montclair, Essex County",Michael Mickens
MatthewRMularzUniontownship,993,5,"Union township, Union County",Matthew Mularz
LanceNFanningLongBranch,994,5,"Long Branch, Monmouth County",Lance Fanning
JasonCarterWildwood,995,5,"Wildwood, Cape May County",Jason Carter
RebekahLMoralesSayreville,996,5,"Sayreville, Middlesex County",Rebekah Morales
EnriqueLEncarnacionJerseyCity,997,5,"Jersey City, Hudson County",Enrique Encarnacion
JamesAStuartDeptford,998,5,"Deptford, Gloucester County",James Stuart
DavidMDoughertyUniontownship,999,5,"Union township, Union County",David Dougherty
JamesAFehringLittleEggHarbor,1000,5,"Little Egg Harbor, Ocean County",James Fehring
AnthonyMCongemiRiverside,1001,5,"Riverside, Burlington County",Anthony Congemi
MichaelCoccaUniontownship,1002,5,"Union township, Union County",Michael Cocca
BernieDavisBerlintownship,1003,5,"Berlin township, Camden County",Bernie Davis
